run,n_features,RMSE,MAE,R2,PI_alpha,PI_coverage,PI_mean_width,best_params,feature_matrices_used,n_egemaps_selected,n_whisper_selected,selected_features,top_5_perm_importance
whisper_passage_reading_only,16,9.217392540510563,7.420596012023888,-0.20428342741938832,0.05,0.9423076923076923,33.9879043471486,"{""svr__C"": 100, ""svr__epsilon"": 0.1, ""svr__gamma"": ""auto""}","[""whisper_task_passage_reading""]",0,10,"[""whisper_task_passage_reading__lex_negation_rate"", ""whisper_task_passage_reading__lex_ttr"", ""whisper_task_passage_reading__lex_mattr50"", ""whisper_task_passage_reading__syn_mean_tokens_per_sent"", ""whisper_task_passage_reading__syn_sd_tokens_per_sent"", ""whisper_task_passage_reading__syn_punct_density"", ""whisper_task_passage_reading__sent_ai_rate"", ""whisper_task_passage_reading__sent_ju_rate"", ""whisper_task_passage_reading__sent_e_rate"", ""whisper_task_passage_reading__sent_net_polarity""]","[{""feature"": ""whisper_task_passage_reading__lex_mattr50"", ""perm_imp_mse_increase_train"": 65.2896341838842}, {""feature"": ""whisper_task_passage_reading__lex_ttr"", ""perm_imp_mse_increase_train"": 43.252072470421375}, {""feature"": ""whisper_task_passage_reading__syn_punct_density"", ""perm_imp_mse_increase_train"": 24.673511142055094}, {""feature"": ""whisper_task_passage_reading__syn_sd_tokens_per_sent"", ""perm_imp_mse_increase_train"": 24.145166402997877}, {""feature"": ""whisper_task_passage_reading__syn_mean_tokens_per_sent"", ""perm_imp_mse_increase_train"": 22.102451594093786}]"
egemaps_picture_description_only,88,8.241795767556184,7.269989958370534,0.03715530805247658,0.05,0.9423076923076923,26.582470851595442,"{""svr__C"": 10, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""egemaps_task_picture_description""]",57,0,"[""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_percentile80.0"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope"", ""loudness_sma3_percentile20.0"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_meanRisingSlope"", ""loudness_sma3_stddevRisingSlope"", ""loudness_sma3_meanFallingSlope"", ""spectralFlux_sma3_stddevNorm"", ""mfcc1_sma3_amean"", ""mfcc2_sma3_amean"", ""mfcc3_sma3_amean"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_amean"", ""mfcc4_sma3_stddevNorm"", ""jitterLocal_sma3nz_stddevNorm"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""logRelF0-H1-A3_sma3nz_amean"", ""F1frequency_sma3nz_stddevNorm"", ""F1bandwidth_sma3nz_amean"", ""F1bandwidth_sma3nz_stddevNorm"", ""F1amplitudeLogRelF0_sma3nz_amean"", ""F1amplitudeLogRelF0_sma3nz_stddevNorm"", ""F2frequency_sma3nz_stddevNorm"", ""F2bandwidth_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_amean"", ""F3bandwidth_sma3nz_stddevNorm"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""alphaRatioV_sma3nz_stddevNorm"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""spectralFluxV_sma3nz_stddevNorm"", ""mfcc1V_sma3nz_stddevNorm"", ""mfcc2V_sma3nz_amean"", ""mfcc3V_sma3nz_amean"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""mfcc4V_sma3nz_stddevNorm"", ""alphaRatioUV_sma3nz_amean"", ""hammarbergIndexUV_sma3nz_amean"", ""slopeUV0-500_sma3nz_amean"", ""slopeUV500-1500_sma3nz_amean"", ""spectralFluxUV_sma3nz_amean"", ""VoicedSegmentsPerSec"", ""StddevVoicedSegmentLengthSec"", ""MeanUnvoicedSegmentLength"", ""StddevUnvoicedSegmentLength""]","[{""feature"": ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""perm_imp_mse_increase_train"": 3.6734691265120283}, {""feature"": ""slopeUV0-500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 2.9652375108880697}, {""feature"": ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""perm_imp_mse_increase_train"": 2.4110970072711453}, {""feature"": ""F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope"", ""perm_imp_mse_increase_train"": 2.215433537983653}, {""feature"": ""HNRdBACF_sma3nz_amean"", ""perm_imp_mse_increase_train"": 2.1994569167918536}]"
whisper_picture_description_only,16,9.063378958059175,7.623726769158225,-0.164374864745795,0.05,0.9230769230769231,34.41962990172252,"{""svr__C"": 1, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""whisper_task_picture_description""]",0,12,"[""whisper_task_picture_description__lex_first_person_sg_rate"", ""whisper_task_picture_description__lex_negation_rate"", ""whisper_task_picture_description__lex_mattr50"", ""whisper_task_picture_description__syn_mean_tokens_per_sent"", ""whisper_task_picture_description__syn_punct_density"", ""whisper_task_picture_description__sent_le_rate"", ""whisper_task_picture_description__sent_hao_rate"", ""whisper_task_picture_description__sent_ai_rate"", ""whisper_task_picture_description__sent_ju_rate"", ""whisper_task_picture_description__sent_e_rate"", ""whisper_task_picture_description__sent_jing_rate"", ""whisper_task_picture_description__sent_net_polarity""]","[{""feature"": ""whisper_task_picture_description__sent_net_polarity"", ""perm_imp_mse_increase_train"": 2.698553099540392}, {""feature"": ""whisper_task_picture_description__sent_e_rate"", ""perm_imp_mse_increase_train"": 2.490488397528589}, {""feature"": ""whisper_task_picture_description__sent_le_rate"", ""perm_imp_mse_increase_train"": 1.8877552909785664}, {""feature"": ""whisper_task_picture_description__lex_negation_rate"", ""perm_imp_mse_increase_train"": 1.6278071465531725}, {""feature"": ""whisper_task_picture_description__lex_mattr50"", ""perm_imp_mse_increase_train"": 1.5771599610137692}]"
egemaps_word_reading_only,88,7.972857070070665,6.92080842995189,0.09896740761660416,0.05,0.9230769230769231,28.068246449422084,"{""svr__C"": 100, ""svr__epsilon"": 2.0, ""svr__gamma"": ""auto""}","[""egemaps_task_word_reading""]",52,0,"[""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope"", ""loudness_sma3_stddevNorm"", ""loudness_sma3_percentile20.0"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_percentile80.0"", ""loudness_sma3_pctlrange0-2"", ""loudness_sma3_stddevRisingSlope"", ""loudness_sma3_stddevFallingSlope"", ""spectralFlux_sma3_amean"", ""mfcc1_sma3_amean"", ""mfcc1_sma3_stddevNorm"", ""mfcc2_sma3_amean"", ""mfcc2_sma3_stddevNorm"", ""mfcc3_sma3_amean"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_amean"", ""jitterLocal_sma3nz_amean"", ""jitterLocal_sma3nz_stddevNorm"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_stddevNorm"", ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""logRelF0-H1-A3_sma3nz_stddevNorm"", ""F1frequency_sma3nz_amean"", ""F2bandwidth_sma3nz_amean"", ""F2bandwidth_sma3nz_stddevNorm"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F3frequency_sma3nz_amean"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_stddevNorm"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""alphaRatioV_sma3nz_stddevNorm"", ""hammarbergIndexV_sma3nz_amean"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""slopeV500-1500_sma3nz_amean"", ""mfcc1V_sma3nz_amean"", ""mfcc3V_sma3nz_amean"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""mfcc4V_sma3nz_stddevNorm"", ""alphaRatioUV_sma3nz_amean"", ""hammarbergIndexUV_sma3nz_amean"", ""slopeUV500-1500_sma3nz_amean"", ""spectralFluxUV_sma3nz_amean"", ""StddevVoicedSegmentLengthSec"", ""MeanUnvoicedSegmentLength"", ""StddevUnvoicedSegmentLength"", ""equivalentSoundLevel_dBp""]","[{""feature"": ""alphaRatioUV_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.292422672165119}, {""feature"": ""slopeUV500-1500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.221021721647342}, {""feature"": ""mfcc4V_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.104681246371545}, {""feature"": ""StddevUnvoicedSegmentLength"", ""perm_imp_mse_increase_train"": 3.9531743742617564}, {""feature"": ""hammarbergIndexUV_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.9433259700854237}]"
whisper_word_reading_only,16,9.441582605041635,7.89964870355016,-0.26357823878570885,0.05,0.9423076923076923,33.220013753337255,"{""svr__C"": 1, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""whisper_task_word_reading""]",0,12,"[""whisper_task_word_reading__lex_first_person_sg_rate"", ""whisper_task_word_reading__lex_negation_rate"", ""whisper_task_word_reading__lex_ttr"", ""whisper_task_word_reading__syn_mean_tokens_per_sent"", ""whisper_task_word_reading__syn_sd_tokens_per_sent"", ""whisper_task_word_reading__syn_punct_density"", ""whisper_task_word_reading__sent_le_rate"", ""whisper_task_word_reading__sent_hao_rate"", ""whisper_task_word_reading__sent_ai_rate"", ""whisper_task_word_reading__sent_ju_rate"", ""whisper_task_word_reading__sent_e_rate"", ""whisper_task_word_reading__sent_net_polarity""]","[{""feature"": ""whisper_task_word_reading__sent_net_polarity"", ""perm_imp_mse_increase_train"": 3.367414245787008}, {""feature"": ""whisper_task_word_reading__syn_punct_density"", ""perm_imp_mse_increase_train"": 3.0254950253997803}, {""feature"": ""whisper_task_word_reading__syn_sd_tokens_per_sent"", ""perm_imp_mse_increase_train"": 2.5896845940335096}, {""feature"": ""whisper_task_word_reading__lex_first_person_sg_rate"", ""perm_imp_mse_increase_train"": 2.279449368181635}, {""feature"": ""whisper_task_word_reading__syn_mean_tokens_per_sent"", ""perm_imp_mse_increase_train"": 1.5393691872004147}]"
egemaps_negative_only,88,8.147757787390992,7.080618665056132,0.059001862912501535,0.05,0.9423076923076923,27.599725771409165,"{""svr__C"": 100, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""egemaps_valence_negative""]",53,0,"[""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_percentile50.0"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope"", ""loudness_sma3_amean"", ""loudness_sma3_percentile20.0"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_pctlrange0-2"", ""loudness_sma3_stddevFallingSlope"", ""spectralFlux_sma3_amean"", ""spectralFlux_sma3_stddevNorm"", ""mfcc1_sma3_stddevNorm"", ""mfcc2_sma3_amean"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_amean"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_amean"", ""HNRdBACF_sma3nz_stddevNorm"", ""logRelF0-H1-H2_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""logRelF0-H1-A3_sma3nz_amean"", ""logRelF0-H1-A3_sma3nz_stddevNorm"", ""F1frequency_sma3nz_stddevNorm"", ""F1bandwidth_sma3nz_stddevNorm"", ""F1amplitudeLogRelF0_sma3nz_amean"", ""F2bandwidth_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_stddevNorm"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_amean"", ""F3bandwidth_sma3nz_stddevNorm"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""F3amplitudeLogRelF0_sma3nz_stddevNorm"", ""hammarbergIndexV_sma3nz_stddevNorm"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""slopeV500-1500_sma3nz_amean"", ""mfcc2V_sma3nz_amean"", ""mfcc2V_sma3nz_stddevNorm"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""alphaRatioUV_sma3nz_amean"", ""hammarbergIndexUV_sma3nz_amean"", ""slopeUV0-500_sma3nz_amean"", ""slopeUV500-1500_sma3nz_amean"", ""spectralFluxUV_sma3nz_amean"", ""loudnessPeaksPerSec"", ""MeanVoicedSegmentLengthSec"", ""StddevVoicedSegmentLengthSec"", ""MeanUnvoicedSegmentLength"", ""StddevUnvoicedSegmentLength""]","[{""feature"": ""HNRdBACF_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.491831905623395}, {""feature"": ""slopeUV0-500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.1574531543232505}, {""feature"": ""slopeV0-500_sma3nz_stddevNorm"", ""perm_imp_mse_increase_train"": 3.8640042026110066}, {""feature"": ""logRelF0-H1-A3_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.2238556675499455}, {""feature"": ""StddevVoicedSegmentLengthSec"", ""perm_imp_mse_increase_train"": 2.9590156658004285}]"
whisper_negative_only,16,9.539775675576875,8.007372728957064,-0.2899975001370678,0.05,0.9230769230769231,32.816189216084155,"{""svr__C"": 0.1, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""whisper_valence_negative""]",0,15,"[""whisper_valence_negative__lex_first_person_sg_rate"", ""whisper_valence_negative__lex_first_person_pl_rate"", ""whisper_valence_negative__lex_negation_rate"", ""whisper_valence_negative__lex_ttr"", ""whisper_valence_negative__lex_mattr50"", ""whisper_valence_negative__syn_sd_tokens_per_sent"", ""whisper_valence_negative__syn_punct_density"", ""whisper_valence_negative__sent_le_rate"", ""whisper_valence_negative__sent_hao_rate"", ""whisper_valence_negative__sent_nu_rate"", ""whisper_valence_negative__sent_ai_rate"", ""whisper_valence_negative__sent_ju_rate"", ""whisper_valence_negative__sent_e_rate"", ""whisper_valence_negative__sent_jing_rate"", ""whisper_valence_negative__sent_net_polarity""]","[{""feature"": ""whisper_valence_negative__lex_mattr50"", ""perm_imp_mse_increase_train"": 0.22275586900098004}, {""feature"": ""whisper_valence_negative__syn_punct_density"", ""perm_imp_mse_increase_train"": 0.1563935574585969}, {""feature"": ""whisper_valence_negative__sent_nu_rate"", ""perm_imp_mse_increase_train"": 0.12157816293881182}, {""feature"": ""whisper_valence_negative__syn_sd_tokens_per_sent"", ""perm_imp_mse_increase_train"": 0.11811910131560097}, {""feature"": ""whisper_valence_negative__lex_first_person_sg_rate"", ""perm_imp_mse_increase_train"": 0.11608902671525456}]"
egemaps_neutral_only,88,8.026916729474118,6.65950768944427,0.08670714729853968,0.05,0.9230769230769231,27.769351931092178,"{""svr__C"": 100, ""svr__epsilon"": 1.0, ""svr__gamma"": ""scale""}","[""egemaps_valence_neutral""]",61,0,"[""F0semitoneFrom27.5Hz_sma3nz_amean"", ""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_percentile20.0"", ""F0semitoneFrom27.5Hz_sma3nz_percentile50.0"", ""F0semitoneFrom27.5Hz_sma3nz_percentile80.0"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope"", ""loudness_sma3_amean"", ""loudness_sma3_stddevNorm"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_percentile80.0"", ""loudness_sma3_pctlrange0-2"", ""loudness_sma3_meanRisingSlope"", ""loudness_sma3_meanFallingSlope"", ""spectralFlux_sma3_amean"", ""spectralFlux_sma3_stddevNorm"", ""mfcc2_sma3_amean"", ""mfcc2_sma3_stddevNorm"", ""mfcc3_sma3_amean"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_stddevNorm"", ""jitterLocal_sma3nz_amean"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""logRelF0-H1-A3_sma3nz_amean"", ""logRelF0-H1-A3_sma3nz_stddevNorm"", ""F1frequency_sma3nz_stddevNorm"", ""F1bandwidth_sma3nz_amean"", ""F1amplitudeLogRelF0_sma3nz_amean"", ""F1amplitudeLogRelF0_sma3nz_stddevNorm"", ""F2bandwidth_sma3nz_stddevNorm"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_stddevNorm"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_amean"", ""F3bandwidth_sma3nz_stddevNorm"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""alphaRatioV_sma3nz_stddevNorm"", ""hammarbergIndexV_sma3nz_stddevNorm"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""slopeV500-1500_sma3nz_amean"", ""slopeV500-1500_sma3nz_stddevNorm"", ""mfcc2V_sma3nz_amean"", ""mfcc3V_sma3nz_amean"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""mfcc4V_sma3nz_stddevNorm"", ""alphaRatioUV_sma3nz_amean"", ""hammarbergIndexUV_sma3nz_amean"", ""slopeUV0-500_sma3nz_amean"", ""slopeUV500-1500_sma3nz_amean"", ""MeanUnvoicedSegmentLength"", ""StddevUnvoicedSegmentLength"", ""equivalentSoundLevel_dBp""]","[{""feature"": ""slopeUV0-500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 6.910703552722166}, {""feature"": ""mfcc4V_sma3nz_amean"", ""perm_imp_mse_increase_train"": 5.579203492503188}, {""feature"": ""HNRdBACF_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.941190671507335}, {""feature"": ""slopeUV500-1500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.8321537513423167}, {""feature"": ""jitterLocal_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.645725175601733}]"
whisper_neutral_only,16,9.19734984868765,7.913248688687928,-0.19905183092462608,0.05,0.9230769230769231,29.610819014908238,"{""svr__C"": 10, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""whisper_valence_neutral""]",0,16,"[""whisper_valence_neutral__lex_first_person_sg_rate"", ""whisper_valence_neutral__lex_first_person_pl_rate"", ""whisper_valence_neutral__lex_negation_rate"", ""whisper_valence_neutral__lex_ttr"", ""whisper_valence_neutral__lex_mattr50"", ""whisper_valence_neutral__syn_mean_tokens_per_sent"", ""whisper_valence_neutral__syn_sd_tokens_per_sent"", ""whisper_valence_neutral__syn_punct_density"", ""whisper_valence_neutral__sent_le_rate"", ""whisper_valence_neutral__sent_hao_rate"", ""whisper_valence_neutral__sent_nu_rate"", ""whisper_valence_neutral__sent_ai_rate"", ""whisper_valence_neutral__sent_ju_rate"", ""whisper_valence_neutral__sent_e_rate"", ""whisper_valence_neutral__sent_jing_rate"", ""whisper_valence_neutral__sent_net_polarity""]","[{""feature"": ""whisper_valence_neutral__lex_negation_rate"", ""perm_imp_mse_increase_train"": 13.363957418386542}, {""feature"": ""whisper_valence_neutral__sent_net_polarity"", ""perm_imp_mse_increase_train"": 13.18117592139274}, {""feature"": ""whisper_valence_neutral__lex_mattr50"", ""perm_imp_mse_increase_train"": 10.507394481208376}, {""feature"": ""whisper_valence_neutral__sent_e_rate"", ""perm_imp_mse_increase_train"": 6.408897462025689}, {""feature"": ""whisper_valence_neutral__sent_ju_rate"", ""perm_imp_mse_increase_train"": 5.565022808480419}]"
egemaps_positive_only,88,7.882817497313616,6.984228901425454,0.11920368821071803,0.05,0.9423076923076923,25.20262405431472,"{""svr__C"": 100, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""egemaps_valence_positive""]",55,0,"[""F0semitoneFrom27.5Hz_sma3nz_amean"", ""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_percentile50.0"", ""F0semitoneFrom27.5Hz_sma3nz_percentile80.0"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope"", ""loudness_sma3_stddevNorm"", ""loudness_sma3_percentile20.0"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_meanRisingSlope"", ""loudness_sma3_stddevFallingSlope"", ""spectralFlux_sma3_amean"", ""mfcc1_sma3_amean"", ""mfcc1_sma3_stddevNorm"", ""mfcc2_sma3_amean"", ""mfcc2_sma3_stddevNorm"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_amean"", ""mfcc4_sma3_stddevNorm"", ""jitterLocal_sma3nz_stddevNorm"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_amean"", ""logRelF0-H1-A3_sma3nz_amean"", ""logRelF0-H1-A3_sma3nz_stddevNorm"", ""F1bandwidth_sma3nz_amean"", ""F1bandwidth_sma3nz_stddevNorm"", ""F1amplitudeLogRelF0_sma3nz_amean"", ""F1amplitudeLogRelF0_sma3nz_stddevNorm"", ""F2bandwidth_sma3nz_stddevNorm"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_stddevNorm"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_amean"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""alphaRatioV_sma3nz_amean"", ""alphaRatioV_sma3nz_stddevNorm"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""slopeV500-1500_sma3nz_amean"", ""slopeV500-1500_sma3nz_stddevNorm"", ""spectralFluxV_sma3nz_amean"", ""spectralFluxV_sma3nz_stddevNorm"", ""mfcc1V_sma3nz_amean"", ""mfcc2V_sma3nz_stddevNorm"", ""mfcc3V_sma3nz_amean"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""mfcc4V_sma3nz_stddevNorm"", ""slopeUV0-500_sma3nz_amean"", ""spectralFluxUV_sma3nz_amean"", ""MeanVoicedSegmentLengthSec"", ""StddevUnvoicedSegmentLength""]","[{""feature"": ""mfcc4V_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.789177917045033}, {""feature"": ""mfcc3V_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.732655356319512}, {""feature"": ""HNRdBACF_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.70257815889028}, {""feature"": ""slopeV0-500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.182195168463644}, {""feature"": ""logRelF0-H1-A3_sma3nz_amean"", ""perm_imp_mse_increase_train"": 2.828305896626649}]"
whisper_positive_only,16,7.567400995766137,5.950386937079466,0.18828038784107426,0.05,0.9230769230769231,28.862813579425033,"{""svr__C"": 10, ""svr__epsilon"": 0.1, ""svr__gamma"": ""auto""}","[""whisper_valence_positive""]",0,15,"[""whisper_valence_positive__lex_first_person_sg_rate"", ""whisper_valence_positive__lex_first_person_pl_rate"", ""whisper_valence_positive__lex_negation_rate"", ""whisper_valence_positive__lex_ttr"", ""whisper_valence_positive__lex_mattr50"", ""whisper_valence_positive__syn_mean_tokens_per_sent"", ""whisper_valence_positive__syn_sd_tokens_per_sent"", ""whisper_valence_positive__syn_punct_density"", ""whisper_valence_positive__sent_le_rate"", ""whisper_valence_positive__sent_hao_rate"", ""whisper_valence_positive__sent_nu_rate"", ""whisper_valence_positive__sent_ai_rate"", ""whisper_valence_positive__sent_e_rate"", ""whisper_valence_positive__sent_jing_rate"", ""whisper_valence_positive__sent_net_polarity""]","[{""feature"": ""whisper_valence_positive__syn_sd_tokens_per_sent"", ""perm_imp_mse_increase_train"": 18.58244020989162}, {""feature"": ""whisper_valence_positive__lex_first_person_sg_rate"", ""perm_imp_mse_increase_train"": 8.851876462614104}, {""feature"": ""whisper_valence_positive__lex_negation_rate"", ""perm_imp_mse_increase_train"": 8.409996901401886}, {""feature"": ""whisper_valence_positive__sent_net_polarity"", ""perm_imp_mse_increase_train"": 7.179752613061351}, {""feature"": ""whisper_valence_positive__lex_mattr50"", ""perm_imp_mse_increase_train"": 6.6415715826589805}]"
